userId	geneSymbol	geneName	entrezgene	gLink
CHRD	CHRD	chordin	8646	https://www.ncbi.nlm.nih.gov/gene/?term=8646
HIPK2	HIPK2	homeodomain interacting protein kinase 2	28996	https://www.ncbi.nlm.nih.gov/gene/?term=28996
MUC13	MUC13	mucin 13, cell surface associated	56667	https://www.ncbi.nlm.nih.gov/gene/?term=56667
TMPRSS5	TMPRSS5	transmembrane serine protease 5	80975	https://www.ncbi.nlm.nih.gov/gene/?term=80975
PTPN23	PTPN23	protein tyrosine phosphatase, non-receptor type 23	25930	https://www.ncbi.nlm.nih.gov/gene/?term=25930
SEMA6C	SEMA6C	semaphorin 6C	10500	https://www.ncbi.nlm.nih.gov/gene/?term=10500
SEMA6B	SEMA6B	semaphorin 6B	10501	https://www.ncbi.nlm.nih.gov/gene/?term=10501
FBXL15	FBXL15	F-box and leucine rich repeat protein 15	79176	https://www.ncbi.nlm.nih.gov/gene/?term=79176
WNK1	WNK1	WNK lysine deficient protein kinase 1	65125	https://www.ncbi.nlm.nih.gov/gene/?term=65125
PLEKHA4	PLEKHA4	pleckstrin homology domain containing A4	57664	https://www.ncbi.nlm.nih.gov/gene/?term=57664
EBF3	EBF3	EBF transcription factor 3	253738	https://www.ncbi.nlm.nih.gov/gene/?term=253738
ZNF335	ZNF335	zinc finger protein 335	63925	https://www.ncbi.nlm.nih.gov/gene/?term=63925
PCIF1	PCIF1	PDX1 C-terminal inhibiting factor 1	63935	https://www.ncbi.nlm.nih.gov/gene/?term=63935
ZNF768	ZNF768	zinc finger protein 768	79724	https://www.ncbi.nlm.nih.gov/gene/?term=79724
BICC1	BICC1	BicC family RNA binding protein 1	80114	https://www.ncbi.nlm.nih.gov/gene/?term=80114
TUT1	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852	https://www.ncbi.nlm.nih.gov/gene/?term=64852
SOX17	SOX17	SRY-box 17	64321	https://www.ncbi.nlm.nih.gov/gene/?term=64321
BCAS3	BCAS3	BCAS3, microtubule associated cell migration factor	54828	https://www.ncbi.nlm.nih.gov/gene/?term=54828
RIOX1	RIOX1	ribosomal oxygenase 1	79697	https://www.ncbi.nlm.nih.gov/gene/?term=79697
PLEKHG2	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	64857	https://www.ncbi.nlm.nih.gov/gene/?term=64857
GORASP2	GORASP2	golgi reassembly stacking protein 2	26003	https://www.ncbi.nlm.nih.gov/gene/?term=26003
SYNPO2L	SYNPO2L	synaptopodin 2 like	79933	https://www.ncbi.nlm.nih.gov/gene/?term=79933
ACTR5	ACTR5	actin related protein 5	79913	https://www.ncbi.nlm.nih.gov/gene/?term=79913
FKRP	FKRP	fukutin related protein	79147	https://www.ncbi.nlm.nih.gov/gene/?term=79147
TBC1D17	TBC1D17	TBC1 domain family member 17	79735	https://www.ncbi.nlm.nih.gov/gene/?term=79735
MLXIP	MLXIP	MLX interacting protein	22877	https://www.ncbi.nlm.nih.gov/gene/?term=22877
SMURF2	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750	https://www.ncbi.nlm.nih.gov/gene/?term=64750
RNPEPL1	RNPEPL1	arginyl aminopeptidase like 1	57140	https://www.ncbi.nlm.nih.gov/gene/?term=57140
ELL3	ELL3	elongation factor for RNA polymerase II 3	80237	https://www.ncbi.nlm.nih.gov/gene/?term=80237
PIDD1	PIDD1	p53-induced death domain protein 1	55367	https://www.ncbi.nlm.nih.gov/gene/?term=55367
CDHR5	CDHR5	cadherin related family member 5	53841	https://www.ncbi.nlm.nih.gov/gene/?term=53841
RC3H2	RC3H2	ring finger and CCCH-type domains 2	54542	https://www.ncbi.nlm.nih.gov/gene/?term=54542
PDF	PDF	peptide deformylase, mitochondrial	64146	https://www.ncbi.nlm.nih.gov/gene/?term=64146
TNS1	TNS1	tensin 1	7145	https://www.ncbi.nlm.nih.gov/gene/?term=7145
MUC5B	MUC5B	mucin 5B, oligomeric mucus/gel-forming	727897	https://www.ncbi.nlm.nih.gov/gene/?term=727897
TANC2	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	26115	https://www.ncbi.nlm.nih.gov/gene/?term=26115
ARHGEF10L	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	55160	https://www.ncbi.nlm.nih.gov/gene/?term=55160
SMURF1	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	57154	https://www.ncbi.nlm.nih.gov/gene/?term=57154
GBA2	GBA2	glucosylceramidase beta 2	57704	https://www.ncbi.nlm.nih.gov/gene/?term=57704
NCKAP5L	NCKAP5L	NCK associated protein 5 like	57701	https://www.ncbi.nlm.nih.gov/gene/?term=57701
MAGEE1	MAGEE1	MAGE family member E1	57692	https://www.ncbi.nlm.nih.gov/gene/?term=57692
TNRC6C	TNRC6C	trinucleotide repeat containing adaptor 6C	57690	https://www.ncbi.nlm.nih.gov/gene/?term=57690
CHD8	CHD8	chromodomain helicase DNA binding protein 8	57680	https://www.ncbi.nlm.nih.gov/gene/?term=57680
KIAA1549	KIAA1549	KIAA1549	57670	https://www.ncbi.nlm.nih.gov/gene/?term=57670
CD248	CD248	CD248 molecule	57124	https://www.ncbi.nlm.nih.gov/gene/?term=57124
MYO10	MYO10	myosin X	4651	https://www.ncbi.nlm.nih.gov/gene/?term=4651
MLXIPL	MLXIPL	MLX interacting protein like	51085	https://www.ncbi.nlm.nih.gov/gene/?term=51085
ALG13	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	79868	https://www.ncbi.nlm.nih.gov/gene/?term=79868
EXOSC4	EXOSC4	exosome component 4	54512	https://www.ncbi.nlm.nih.gov/gene/?term=54512
FANCF	FANCF	FA complementation group F	2188	https://www.ncbi.nlm.nih.gov/gene/?term=2188
CD93	CD93	CD93 molecule	22918	https://www.ncbi.nlm.nih.gov/gene/?term=22918
HEYL	HEYL	hes related family bHLH transcription factor with YRPW motif-like	26508	https://www.ncbi.nlm.nih.gov/gene/?term=26508
KIF13B	KIF13B	kinesin family member 13B	23303	https://www.ncbi.nlm.nih.gov/gene/?term=23303
PRDM10	PRDM10	PR/SET domain 10	56980	https://www.ncbi.nlm.nih.gov/gene/?term=56980
SEC31B	SEC31B	SEC31 homolog B, COPII coat complex component	25956	https://www.ncbi.nlm.nih.gov/gene/?term=25956
DAZ1	DAZ1	deleted in azoospermia 1	1617	https://www.ncbi.nlm.nih.gov/gene/?term=1617
DLL4	DLL4	delta like canonical Notch ligand 4	54567	https://www.ncbi.nlm.nih.gov/gene/?term=54567
DAZ3	DAZ3	deleted in azoospermia 3	57054	https://www.ncbi.nlm.nih.gov/gene/?term=57054
SPHK2	SPHK2	sphingosine kinase 2	56848	https://www.ncbi.nlm.nih.gov/gene/?term=56848
EIF4ENIF1	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	56478	https://www.ncbi.nlm.nih.gov/gene/?term=56478
SPTBN5	SPTBN5	spectrin beta, non-erythrocytic 5	51332	https://www.ncbi.nlm.nih.gov/gene/?term=51332
SH2B1	SH2B1	SH2B adaptor protein 1	25970	https://www.ncbi.nlm.nih.gov/gene/?term=25970
TULP4	TULP4	tubby like protein 4	56995	https://www.ncbi.nlm.nih.gov/gene/?term=56995
PCDHB16	PCDHB16	protocadherin beta 16	57717	https://www.ncbi.nlm.nih.gov/gene/?term=57717
STRN4	STRN4	striatin 4	29888	https://www.ncbi.nlm.nih.gov/gene/?term=29888
STK36	STK36	serine/threonine kinase 36	27148	https://www.ncbi.nlm.nih.gov/gene/?term=27148
TPSG1	TPSG1	tryptase gamma 1	25823	https://www.ncbi.nlm.nih.gov/gene/?term=25823
DROSHA	DROSHA	drosha ribonuclease III	29102	https://www.ncbi.nlm.nih.gov/gene/?term=29102
UBQLN4	UBQLN4	ubiquilin 4	56893	https://www.ncbi.nlm.nih.gov/gene/?term=56893
LTBP3	LTBP3	latent transforming growth factor beta binding protein 3	4054	https://www.ncbi.nlm.nih.gov/gene/?term=4054
TOPORS	TOPORS	TOP1 binding arginine/serine rich protein	10210	https://www.ncbi.nlm.nih.gov/gene/?term=10210
TNFRSF19	TNFRSF19	TNF receptor superfamily member 19	55504	https://www.ncbi.nlm.nih.gov/gene/?term=55504
CHST7	CHST7	carbohydrate sulfotransferase 7	56548	https://www.ncbi.nlm.nih.gov/gene/?term=56548
BMP2K	BMP2K	BMP2 inducible kinase	55589	https://www.ncbi.nlm.nih.gov/gene/?term=55589
EMILIN3	EMILIN3	elastin microfibril interfacer 3	90187	https://www.ncbi.nlm.nih.gov/gene/?term=90187
TENM2	TENM2	teneurin transmembrane protein 2	57451	https://www.ncbi.nlm.nih.gov/gene/?term=57451
RNF146	RNF146	ring finger protein 146	81847	https://www.ncbi.nlm.nih.gov/gene/?term=81847
DNAAF2	DNAAF2	dynein axonemal assembly factor 2	55172	https://www.ncbi.nlm.nih.gov/gene/?term=55172
RLIM	RLIM	ring finger protein, LIM domain interacting	51132	https://www.ncbi.nlm.nih.gov/gene/?term=51132
RBFOX1	RBFOX1	RNA binding fox-1 homolog 1	54715	https://www.ncbi.nlm.nih.gov/gene/?term=54715
RNF216	RNF216	ring finger protein 216	54476	https://www.ncbi.nlm.nih.gov/gene/?term=54476
SYBU	SYBU	syntabulin	55638	https://www.ncbi.nlm.nih.gov/gene/?term=55638
SMPD4	SMPD4	sphingomyelin phosphodiesterase 4	55627	https://www.ncbi.nlm.nih.gov/gene/?term=55627
STAB1	STAB1	stabilin 1	23166	https://www.ncbi.nlm.nih.gov/gene/?term=23166
ABI2	ABI2	abl interactor 2	10152	https://www.ncbi.nlm.nih.gov/gene/?term=10152
DLL3	DLL3	delta like canonical Notch ligand 3	10683	https://www.ncbi.nlm.nih.gov/gene/?term=10683
TAB2	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	23118	https://www.ncbi.nlm.nih.gov/gene/?term=23118
FAT2	FAT2	FAT atypical cadherin 2	2196	https://www.ncbi.nlm.nih.gov/gene/?term=2196
SIGLEC8	SIGLEC8	sialic acid binding Ig like lectin 8	27181	https://www.ncbi.nlm.nih.gov/gene/?term=27181
PLA2G3	PLA2G3	phospholipase A2 group III	50487	https://www.ncbi.nlm.nih.gov/gene/?term=50487
PODXL2	PODXL2	podocalyxin like 2	50512	https://www.ncbi.nlm.nih.gov/gene/?term=50512
FMN2	FMN2	formin 2	56776	https://www.ncbi.nlm.nih.gov/gene/?term=56776
BICRA	BICRA	BRD4 interacting chromatin remodeling complex associated protein	29998	https://www.ncbi.nlm.nih.gov/gene/?term=29998
NPAP1	NPAP1	nuclear pore associated protein 1	23742	https://www.ncbi.nlm.nih.gov/gene/?term=23742
CABP1	CABP1	calcium binding protein 1	9478	https://www.ncbi.nlm.nih.gov/gene/?term=9478
DSPP	DSPP	dentin sialophosphoprotein	1834	https://www.ncbi.nlm.nih.gov/gene/?term=1834
KCMF1	KCMF1	potassium channel modulatory factor 1	56888	https://www.ncbi.nlm.nih.gov/gene/?term=56888
ZBTB4	ZBTB4	zinc finger and BTB domain containing 4	57659	https://www.ncbi.nlm.nih.gov/gene/?term=57659
MBD5	MBD5	methyl-CpG binding domain protein 5	55777	https://www.ncbi.nlm.nih.gov/gene/?term=55777
CHD7	CHD7	chromodomain helicase DNA binding protein 7	55636	https://www.ncbi.nlm.nih.gov/gene/?term=55636
HEATR5B	HEATR5B	HEAT repeat containing 5B	54497	https://www.ncbi.nlm.nih.gov/gene/?term=54497
CHPF2	CHPF2	chondroitin polymerizing factor 2	54480	https://www.ncbi.nlm.nih.gov/gene/?term=54480
ANKIB1	ANKIB1	ankyrin repeat and IBR domain containing 1	54467	https://www.ncbi.nlm.nih.gov/gene/?term=54467
IGSF9	IGSF9	immunoglobulin superfamily member 9	57549	https://www.ncbi.nlm.nih.gov/gene/?term=57549
MYEF2	MYEF2	myelin expression factor 2	50804	https://www.ncbi.nlm.nih.gov/gene/?term=50804
HECW2	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	57520	https://www.ncbi.nlm.nih.gov/gene/?term=57520
STARD9	STARD9	StAR related lipid transfer domain containing 9	57519	https://www.ncbi.nlm.nih.gov/gene/?term=57519
ANKFY1	ANKFY1	ankyrin repeat and FYVE domain containing 1	51479	https://www.ncbi.nlm.nih.gov/gene/?term=51479
RERE	RERE	arginine-glutamic acid dipeptide repeats	473	https://www.ncbi.nlm.nih.gov/gene/?term=473
ZNF219	ZNF219	zinc finger protein 219	51222	https://www.ncbi.nlm.nih.gov/gene/?term=51222
HSFX1	HSFX1	heat shock transcription factor family, X-linked 1	100506164	https://www.ncbi.nlm.nih.gov/gene/?term=100506164
CRNN	CRNN	cornulin	49860	https://www.ncbi.nlm.nih.gov/gene/?term=49860
HDAC6	HDAC6	histone deacetylase 6	10013	https://www.ncbi.nlm.nih.gov/gene/?term=10013
HEY2	HEY2	hes related family bHLH transcription factor with YRPW motif 2	23493	https://www.ncbi.nlm.nih.gov/gene/?term=23493
LHX3	LHX3	LIM homeobox 3	8022	https://www.ncbi.nlm.nih.gov/gene/?term=8022
DUX4	DUX4	double homeobox 4	100288687	https://www.ncbi.nlm.nih.gov/gene/?term=100288687
FBLN5	FBLN5	fibulin 5	10516	https://www.ncbi.nlm.nih.gov/gene/?term=10516
TJP2	TJP2	tight junction protein 2	9414	https://www.ncbi.nlm.nih.gov/gene/?term=9414
PRKAG3	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	53632	https://www.ncbi.nlm.nih.gov/gene/?term=53632
DMBT1	DMBT1	deleted in malignant brain tumors 1	1755	https://www.ncbi.nlm.nih.gov/gene/?term=1755
ZC3H7B	ZC3H7B	zinc finger CCCH-type containing 7B	23264	https://www.ncbi.nlm.nih.gov/gene/?term=23264
SUSD2	SUSD2	sushi domain containing 2	56241	https://www.ncbi.nlm.nih.gov/gene/?term=56241
TCF20	TCF20	transcription factor 20	6942	https://www.ncbi.nlm.nih.gov/gene/?term=6942
EBF1	EBF1	EBF transcription factor 1	1879	https://www.ncbi.nlm.nih.gov/gene/?term=1879
ASIC3	ASIC3	acid sensing ion channel subunit 3	9311	https://www.ncbi.nlm.nih.gov/gene/?term=9311
UBQLN2	UBQLN2	ubiquilin 2	29978	https://www.ncbi.nlm.nih.gov/gene/?term=29978
IL20RA	IL20RA	interleukin 20 receptor subunit alpha	53832	https://www.ncbi.nlm.nih.gov/gene/?term=53832
PCSK1N	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	27344	https://www.ncbi.nlm.nih.gov/gene/?term=27344
SHPK	SHPK	sedoheptulokinase	23729	https://www.ncbi.nlm.nih.gov/gene/?term=23729
DPP7	DPP7	dipeptidyl peptidase 7	29952	https://www.ncbi.nlm.nih.gov/gene/?term=29952
DACH1	DACH1	dachshund family transcription factor 1	1602	https://www.ncbi.nlm.nih.gov/gene/?term=1602
MUTYH	MUTYH	mutY DNA glycosylase	4595	https://www.ncbi.nlm.nih.gov/gene/?term=4595
BAZ2A	BAZ2A	bromodomain adjacent to zinc finger domain 2A	11176	https://www.ncbi.nlm.nih.gov/gene/?term=11176
MAGEL2	MAGEL2	MAGE family member L2	54551	https://www.ncbi.nlm.nih.gov/gene/?term=54551
KLHL21	KLHL21	kelch like family member 21	9903	https://www.ncbi.nlm.nih.gov/gene/?term=9903
NAGPA	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	51172	https://www.ncbi.nlm.nih.gov/gene/?term=51172
PARP4	PARP4	poly(ADP-ribose) polymerase family member 4	143	https://www.ncbi.nlm.nih.gov/gene/?term=143
MUC12	MUC12	mucin 12, cell surface associated	10071	https://www.ncbi.nlm.nih.gov/gene/?term=10071
PRDM4	PRDM4	PR/SET domain 4	11108	https://www.ncbi.nlm.nih.gov/gene/?term=11108
MYO15A	MYO15A	myosin XVA	51168	https://www.ncbi.nlm.nih.gov/gene/?term=51168
ADAMTS7	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	https://www.ncbi.nlm.nih.gov/gene/?term=11173
KLK12	KLK12	kallikrein related peptidase 12	43849	https://www.ncbi.nlm.nih.gov/gene/?term=43849
HCN2	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	610	https://www.ncbi.nlm.nih.gov/gene/?term=610
LRFN2	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	57497	https://www.ncbi.nlm.nih.gov/gene/?term=57497
MRTFB	MRTFB	myocardin related transcription factor B	57496	https://www.ncbi.nlm.nih.gov/gene/?term=57496
HEG1	HEG1	heart development protein with EGF like domains 1	57493	https://www.ncbi.nlm.nih.gov/gene/?term=57493
PLXNB3	PLXNB3	plexin B3	5365	https://www.ncbi.nlm.nih.gov/gene/?term=5365
ZNRF3	ZNRF3	zinc and ring finger 3	84133	https://www.ncbi.nlm.nih.gov/gene/?term=84133
HECTD1	HECTD1	HECT domain E3 ubiquitin protein ligase 1	25831	https://www.ncbi.nlm.nih.gov/gene/?term=25831
CIZ1	CIZ1	CDKN1A interacting zinc finger protein 1	25792	https://www.ncbi.nlm.nih.gov/gene/?term=25792
AKAP8L	AKAP8L	A-kinase anchoring protein 8 like	26993	https://www.ncbi.nlm.nih.gov/gene/?term=26993
NOTCH3	NOTCH3	notch receptor 3	4854	https://www.ncbi.nlm.nih.gov/gene/?term=4854
COL17A1	COL17A1	collagen type XVII alpha 1 chain	1308	https://www.ncbi.nlm.nih.gov/gene/?term=1308
ICAM5	ICAM5	intercellular adhesion molecule 5	7087	https://www.ncbi.nlm.nih.gov/gene/?term=7087
KMT2B	KMT2B	lysine methyltransferase 2B	9757	https://www.ncbi.nlm.nih.gov/gene/?term=9757
UBQLN1	UBQLN1	ubiquilin 1	29979	https://www.ncbi.nlm.nih.gov/gene/?term=29979
PROCR	PROCR	protein C receptor	10544	https://www.ncbi.nlm.nih.gov/gene/?term=10544
NOVA2	NOVA2	NOVA alternative splicing regulator 2	4858	https://www.ncbi.nlm.nih.gov/gene/?term=4858
TFR2	TFR2	transferrin receptor 2	7036	https://www.ncbi.nlm.nih.gov/gene/?term=7036
BSN	BSN	bassoon presynaptic cytomatrix protein	8927	https://www.ncbi.nlm.nih.gov/gene/?term=8927
SCAF8	SCAF8	SR-related CTD associated factor 8	22828	https://www.ncbi.nlm.nih.gov/gene/?term=22828
PPP6R1	PPP6R1	protein phosphatase 6 regulatory subunit 1	22870	https://www.ncbi.nlm.nih.gov/gene/?term=22870
TRIM33	TRIM33	tripartite motif containing 33	51592	https://www.ncbi.nlm.nih.gov/gene/?term=51592
TRIM35	TRIM35	tripartite motif containing 35	23087	https://www.ncbi.nlm.nih.gov/gene/?term=23087
SMG5	SMG5	SMG5, nonsense mediated mRNA decay factor	23381	https://www.ncbi.nlm.nih.gov/gene/?term=23381
SETD1B	SETD1B	SET domain containing 1B, histone lysine methyltransferase	23067	https://www.ncbi.nlm.nih.gov/gene/?term=23067
ZC3H4	ZC3H4	zinc finger CCCH-type containing 4	23211	https://www.ncbi.nlm.nih.gov/gene/?term=23211
FOXJ3	FOXJ3	forkhead box J3	22887	https://www.ncbi.nlm.nih.gov/gene/?term=22887
IGSF9B	IGSF9B	immunoglobulin superfamily member 9B	22997	https://www.ncbi.nlm.nih.gov/gene/?term=22997
WASF3	WASF3	WAS protein family member 3	10810	https://www.ncbi.nlm.nih.gov/gene/?term=10810
RIMS2	RIMS2	regulating synaptic membrane exocytosis 2	9699	https://www.ncbi.nlm.nih.gov/gene/?term=9699
SRRM2	SRRM2	serine/arginine repetitive matrix 2	23524	https://www.ncbi.nlm.nih.gov/gene/?term=23524
MAPK8IP1	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	9479	https://www.ncbi.nlm.nih.gov/gene/?term=9479
HDAC5	HDAC5	histone deacetylase 5	10014	https://www.ncbi.nlm.nih.gov/gene/?term=10014
NAALADL1	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1	10004	https://www.ncbi.nlm.nih.gov/gene/?term=10004
SH2B3	SH2B3	SH2B adaptor protein 3	10019	https://www.ncbi.nlm.nih.gov/gene/?term=10019
JAG2	JAG2	jagged canonical Notch ligand 2	3714	https://www.ncbi.nlm.nih.gov/gene/?term=3714
DMTF1	DMTF1	cyclin D binding myb like transcription factor 1	9988	https://www.ncbi.nlm.nih.gov/gene/?term=9988
RNF6	RNF6	ring finger protein 6	6049	https://www.ncbi.nlm.nih.gov/gene/?term=6049
SIGLEC7	SIGLEC7	sialic acid binding Ig like lectin 7	27036	https://www.ncbi.nlm.nih.gov/gene/?term=27036
MAN2B2	MAN2B2	mannosidase alpha class 2B member 2	23324	https://www.ncbi.nlm.nih.gov/gene/?term=23324
MYRF	MYRF	myelin regulatory factor	745	https://www.ncbi.nlm.nih.gov/gene/?term=745
FNDC3A	FNDC3A	fibronectin type III domain containing 3A	22862	https://www.ncbi.nlm.nih.gov/gene/?term=22862
NISCH	NISCH	nischarin	11188	https://www.ncbi.nlm.nih.gov/gene/?term=11188
TBC1D30	TBC1D30	TBC1 domain family member 30	23329	https://www.ncbi.nlm.nih.gov/gene/?term=23329
AMOTL2	AMOTL2	angiomotin like 2	51421	https://www.ncbi.nlm.nih.gov/gene/?term=51421
SIK3	SIK3	SIK family kinase 3	23387	https://www.ncbi.nlm.nih.gov/gene/?term=23387
R3HDM2	R3HDM2	R3H domain containing 2	22864	https://www.ncbi.nlm.nih.gov/gene/?term=22864
FAN1	FAN1	FANCD2 and FANCI associated nuclease 1	22909	https://www.ncbi.nlm.nih.gov/gene/?term=22909
WBP11	WBP11	WW domain binding protein 11	51729	https://www.ncbi.nlm.nih.gov/gene/?term=51729
AMDHD2	AMDHD2	amidohydrolase domain containing 2	51005	https://www.ncbi.nlm.nih.gov/gene/?term=51005
FBXO7	FBXO7	F-box protein 7	25793	https://www.ncbi.nlm.nih.gov/gene/?term=25793
HCN4	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4	10021	https://www.ncbi.nlm.nih.gov/gene/?term=10021
WNK2	WNK2	WNK lysine deficient protein kinase 2	65268	https://www.ncbi.nlm.nih.gov/gene/?term=65268
PYGO1	PYGO1	pygopus family PHD finger 1	26108	https://www.ncbi.nlm.nih.gov/gene/?term=26108
PKP3	PKP3	plakophilin 3	11187	https://www.ncbi.nlm.nih.gov/gene/?term=11187
ZNF711	ZNF711	zinc finger protein 711	7552	https://www.ncbi.nlm.nih.gov/gene/?term=7552
DYRK1B	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	9149	https://www.ncbi.nlm.nih.gov/gene/?term=9149
ZAN	ZAN	zonadhesin (gene/pseudogene)	7455	https://www.ncbi.nlm.nih.gov/gene/?term=7455
NFE2L3	NFE2L3	nuclear factor, erythroid 2 like 3	9603	https://www.ncbi.nlm.nih.gov/gene/?term=9603
RAD54L2	RAD54L2	RAD54 like 2	23132	https://www.ncbi.nlm.nih.gov/gene/?term=23132
MTCL1	MTCL1	microtubule crosslinking factor 1	23255	https://www.ncbi.nlm.nih.gov/gene/?term=23255
RAPGEF2	RAPGEF2	Rap guanine nucleotide exchange factor 2	9693	https://www.ncbi.nlm.nih.gov/gene/?term=9693
IRS2	IRS2	insulin receptor substrate 2	8660	https://www.ncbi.nlm.nih.gov/gene/?term=8660
GPSM3	GPSM3	G protein signaling modulator 3	63940	https://www.ncbi.nlm.nih.gov/gene/?term=63940
RNF115	RNF115	ring finger protein 115	27246	https://www.ncbi.nlm.nih.gov/gene/?term=27246
PRRC2C	PRRC2C	proline rich coiled-coil 2C	23215	https://www.ncbi.nlm.nih.gov/gene/?term=23215
LRP12	LRP12	LDL receptor related protein 12	29967	https://www.ncbi.nlm.nih.gov/gene/?term=29967
SHANK1	SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	https://www.ncbi.nlm.nih.gov/gene/?term=50944
YTHDF2	YTHDF2	YTH N6-methyladenosine RNA binding protein 2	51441	https://www.ncbi.nlm.nih.gov/gene/?term=51441
PCDHB6	PCDHB6	protocadherin beta 6	56130	https://www.ncbi.nlm.nih.gov/gene/?term=56130
PCDHB14	PCDHB14	protocadherin beta 14	56122	https://www.ncbi.nlm.nih.gov/gene/?term=56122
PCDHB12	PCDHB12	protocadherin beta 12	56124	https://www.ncbi.nlm.nih.gov/gene/?term=56124
ENTPD2	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	954	https://www.ncbi.nlm.nih.gov/gene/?term=954
MAFB	MAFB	MAF bZIP transcription factor B	9935	https://www.ncbi.nlm.nih.gov/gene/?term=9935
CDC42BPB	CDC42BPB	CDC42 binding protein kinase beta	9578	https://www.ncbi.nlm.nih.gov/gene/?term=9578
MAGED1	MAGED1	MAGE family member D1	9500	https://www.ncbi.nlm.nih.gov/gene/?term=9500
NCOR2	NCOR2	nuclear receptor corepressor 2	9612	https://www.ncbi.nlm.nih.gov/gene/?term=9612
EMILIN1	EMILIN1	elastin microfibril interfacer 1	11117	https://www.ncbi.nlm.nih.gov/gene/?term=11117
LAMC3	LAMC3	laminin subunit gamma 3	10319	https://www.ncbi.nlm.nih.gov/gene/?term=10319
ROBO1	ROBO1	roundabout guidance receptor 1	6091	https://www.ncbi.nlm.nih.gov/gene/?term=6091
NCOA3	NCOA3	nuclear receptor coactivator 3	8202	https://www.ncbi.nlm.nih.gov/gene/?term=8202
FCGBP	FCGBP	Fc fragment of IgG binding protein	8857	https://www.ncbi.nlm.nih.gov/gene/?term=8857
PCLO	PCLO	piccolo presynaptic cytomatrix protein	27445	https://www.ncbi.nlm.nih.gov/gene/?term=27445
CAMTA1	CAMTA1	calmodulin binding transcription activator 1	23261	https://www.ncbi.nlm.nih.gov/gene/?term=23261
BICDL2	BICDL2	BICD family like cargo adaptor 2	146439	https://www.ncbi.nlm.nih.gov/gene/?term=146439
MTMR11	MTMR11	myotubularin related protein 11	10903	https://www.ncbi.nlm.nih.gov/gene/?term=10903
RBMY1E	RBMY1E	RNA binding motif protein, Y-linked, family 1, member E	378950	https://www.ncbi.nlm.nih.gov/gene/?term=378950
EPOP	EPOP	elongin BC and polycomb repressive complex 2 associated protein	100170841	https://www.ncbi.nlm.nih.gov/gene/?term=100170841
SAC3D1	SAC3D1	SAC3 domain containing 1	29901	https://www.ncbi.nlm.nih.gov/gene/?term=29901
FER1L4	FER1L4	fer-1 like family member 4, pseudogene	80307	https://www.ncbi.nlm.nih.gov/gene/?term=80307
EPM2A	EPM2A	EPM2A, laforin glucan phosphatase	7957	https://www.ncbi.nlm.nih.gov/gene/?term=7957
SHISA8	SHISA8	shisa family member 8	440829	https://www.ncbi.nlm.nih.gov/gene/?term=440829
ETV2	ETV2	ETS variant 2	2116	https://www.ncbi.nlm.nih.gov/gene/?term=2116
SOX1	SOX1	SRY-box 1	6656	https://www.ncbi.nlm.nih.gov/gene/?term=6656
TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	10906	https://www.ncbi.nlm.nih.gov/gene/?term=10906
KHNYN	KHNYN	KH and NYN domain containing	23351	https://www.ncbi.nlm.nih.gov/gene/?term=23351
NACAD	NACAD	NAC alpha domain containing	23148	https://www.ncbi.nlm.nih.gov/gene/?term=23148
TNRC18	TNRC18	trinucleotide repeat containing 18	84629	https://www.ncbi.nlm.nih.gov/gene/?term=84629
MSI1	MSI1	musashi RNA binding protein 1	4440	https://www.ncbi.nlm.nih.gov/gene/?term=4440
TDRD6	TDRD6	tudor domain containing 6	221400	https://www.ncbi.nlm.nih.gov/gene/?term=221400
DENND4B	DENND4B	DENN domain containing 4B	9909	https://www.ncbi.nlm.nih.gov/gene/?term=9909
MEGF6	MEGF6	multiple EGF like domains 6	1953	https://www.ncbi.nlm.nih.gov/gene/?term=1953
LRRN2	LRRN2	leucine rich repeat neuronal 2	10446	https://www.ncbi.nlm.nih.gov/gene/?term=10446
